"Points:0","Points:1","Points:2","Q-criterion","U:0","U:1","U:2"
0.064479,-0.031623,0.03,-176.68,0.028275,0.026331,-2.5622e-21
0.064663,-0.031747,0.03,-171.95,0.030565,0.02481,-1.8069e-23
0.064833,-0.031857,0.03,-169.87,0.032986,0.023198,2.8715e-21
0.06499,-0.031954,0.03,-167.9,0.035639,0.021425,8.0604e-22
0.065135,-0.032038,0.03,-161.71,0.038654,0.0194,-4.2158e-23
0.065271,-0.03211,0.03,-136.38,0.0422,0.017001,-1.1042e-22
0.065398,-0.032168,0.03,-87.614,0.046469,0.014072,-3.672e-22
0.065519,-0.032213,0.03,25.756,0.051712,0.010444,-4.1002e-22
0.065634,-0.032245,0.03,150.73,0.057927,0.0060905,5.0143e-22
0.065747,-0.032268,0.03,358.41,0.064609,0.0014133,-1.0115e-21
0.06586,-0.032298,0.03,1006.5,0.069783,-0.0023492,5.4447e-25
0.065974,-0.032353,0.03,1119.6,0.071309,-0.0046615,3.177e-22
0.066081,-0.032451,0.03,2168.2,0.065543,-0.0018898,-2.5723e-22
0.06615,-0.032603,0.03,-2321.7,0.048847,0.0020488,3.073e-23
0.066163,-0.032823,0.03,-1539.4,0.070358,0.0082571,-9.983e-22
0.066037,-0.033058,0.03,9479.4,0.15705,-0.011985,-2.0019e-21
0.065836,-0.033171,0.03,8051.7,0.21271,-0.043902,-7.9319e-22
0.063081,-0.031056,0.03,406.02,0.026112,0.027319,-7.6518e-25
0.063086,-0.031048,0.03,399.09,0.021381,0.030322,-2.6024e-14
0.06337,-0.031253,0.03,407.53,0.03182,0.023999,1.0407e-24
0.063634,-0.031434,0.03,421.39,0.038621,0.01999,-1.1646e-21
0.063873,-0.031602,0.03,436.13,0.046672,0.015214,2.448e-24
0.064089,-0.031758,0.03,453.84,0.056126,0.0096052,-7.5177e-22
0.064285,-0.031903,0.03,478.38,0.067111,0.0031259,-8.1112e-23
0.064461,-0.032039,0.03,515.94,0.079701,-0.004207,7.3451e-22
0.064618,-0.032167,0.03,574.41,0.093875,-0.012292,7.5112e-22
0.064757,-0.032288,0.03,662.81,0.10947,-0.02091,8.5778e-22
0.064879,-0.032405,0.03,780.63,0.12615,-0.029704,6.8243e-23
0.064984,-0.032519,0.03,912.75,0.14339,-0.038186,-8.4737e-22
0.065071,-0.032631,0.03,1006.5,0.16047,-0.045778,5.9604e-22
0.065141,-0.032744,0.03,1020.1,0.17646,-0.051898,9.5478e-23
0.0652,-0.032858,0.03,974.03,0.19034,-0.05607,-1.6333e-22
0.065266,-0.032972,0.03,914.48,0.20162,-0.058161,-1.1368e-23
0.065356,-0.033079,0.03,955.42,0.21031,-0.058355,3.3958e-23
0.065483,-0.033169,0.03,1159.3,0.21702,-0.056823,-9.8004e-23
0.065653,-0.033223,0.03,2446.7,0.2205,-0.053485,-1.482e-22
0.063824,-0.03116,0.03,-210.84,0.021458,0.030831,7.8072e-14
0.06383,-0.031152,0.03,-217.18,0.02383,0.029012,-2.7727e-24
0.064068,-0.031322,0.03,-197.16,0.026218,0.027443,2.2015e-21
0.064287,-0.031475,0.03,-187.93,0.028586,0.02588,-1.2307e-21
0.064488,-0.031612,0.03,-182.55,0.030986,0.024292,-5.6585e-24
0.064673,-0.031734,0.03,-180.58,0.033489,0.022634,2.8853e-21
0.064843,-0.031843,0.03,-181.05,0.036186,0.020844,4.3582e-23
0.065002,-0.031938,0.03,-180.39,0.039197,0.018842,2.2199e-21
0.065149,-0.032019,0.03,-172.85,0.042674,0.01652,-8.2804e-23
0.065287,-0.032087,0.03,-140.49,0.046814,0.013739,7.5786e-22
0.065417,-0.032141,0.03,-80.129,0.051831,0.010328,-7.3996e-22
0.06554,-0.032181,0.03,33.163,0.05795,0.0061487,4.4058e-22
0.065659,-0.032207,0.03,161.2,0.064987,0.0013397,-3.5421e-22
0.065776,-0.032229,0.03,343.71,0.071958,-0.0034183,-2.7814e-22
0.065896,-0.032262,0.03,895.6,0.076629,-0.0067435,2.9941e-22
0.066014,-0.032327,0.03,827,0.076894,-0.008194,-3.0563e-23
0.066122,-0.032439,0.03,1358.5,0.069504,-0.0043322,-3.2028e-23
0.066188,-0.032605,0.03,-2376.7,0.051292,0.001123,-1.3701e-22
0.066192,-0.032837,0.03,-1017.6,0.074112,0.007656,-1.717e-21
0.066063,-0.033083,0.03,8536.1,0.16189,-0.012808,-4.2821e-22
0.065857,-0.033211,0.03,6855,0.21646,-0.043995,-3.8527e-22
0.062758,-0.030851,0.03,383.68,0.025702,0.027265,1.4111e-21
0.062763,-0.030843,0.03,377.18,0.02124,0.030099,2.6024e-14
0.063075,-0.031065,0.03,385.3,0.0311,0.024163,-1.6186e-21
0.063364,-0.031263,0.03,398.23,0.037519,0.020413,-9.1896e-22
0.063626,-0.031445,0.03,411.38,0.045106,0.015938,1.0281e-21
0.063865,-0.031615,0.03,425.91,0.054009,0.010672,2.448e-24
0.06408,-0.031772,0.03,444.43,0.064356,0.0045699,7.134e-22
0.064274,-0.031919,0.03,470.79,0.076231,-0.0023675,1.3949e-21
0.064448,-0.032057,0.03,510.8,0.089642,-0.010071,8.0982e-22
0.064603,-0.032187,0.03,570.35,0.10448,-0.01837,8.3297e-22
0.06474,-0.032312,0.03,653.08,0.12047,-0.026973,-3.7284e-22
0.064859,-0.032433,0.03,750.98,0.13718,-0.035461,-6.1656e-23
0.064959,-0.032551,0.03,837.81,0.15401,-0.043321,-3.3335e-22
0.065041,-0.032669,0.03,866.98,0.1702,-0.050003,-3.6048e-22
0.065106,-0.032788,0.03,824.11,0.18484,-0.055014,-8.1255e-22
0.065165,-0.032908,0.03,743.69,0.19713,-0.058047,1.7203e-22
0.065238,-0.033027,0.03,665.72,0.20695,-0.059167,-3.9679e-23
0.065339,-0.033137,0.03,675.73,0.21455,-0.058663,1.456e-22
0.065479,-0.033226,0.03,843.49,0.22056,-0.05668,-3.1858e-23
0.065664,-0.033275,0.03,1900.6,0.22378,-0.053141,3.1328e-23
0.063571,-0.030965,0.03,-225.24,0.021324,0.030656,2.6024e-14
0.063577,-0.030957,0.03,-231.33,0.023851,0.028718,1.0892e-24
0.063837,-0.031144,0.03,-209.99,0.026399,0.02705,-3.2859e-24
0.064075,-0.031312,0.03,-199.69,0.028914,0.025396,-4.7729e-24
0.064295,-0.031464,0.03,-193.3,0.03144,0.02373,-3.9827e-24
0.064497,-0.0316,0.03,-190.94,0.034042,0.022012,-5.6585e-24
0.064683,-0.03172,0.03,-192.25,0.036804,0.020189,-1.188e-21
0.064855,-0.031827,0.03,-195.6,0.039835,0.018187,1.3343e-21
0.065015,-0.031919,0.03,-196.19,0.043277,0.015913,1.4028e-21
0.065164,-0.031997,0.03,-186.54,0.047304,0.013244,7.6082e-22
0.065305,-0.032061,0.03,-147.2,0.052138,0.010024,-6.5753e-22
0.065437,-0.03211,0.03,-79.351,0.058006,0.0060838,3.3502e-22
0.065564,-0.032144,0.03,21.006,0.06504,0.0013683,-2.1201e-22
0.065686,-0.032165,0.03,139.46,0.07273,-0.0037342,-4.6727e-22
0.06581,-0.032186,0.03,282.95,0.07962,-0.0082916,5.5257e-22
0.065935,-0.032226,0.03,696.93,0.083447,-0.010941,4.6178e-22
0.066058,-0.032302,0.03,484.6,0.082336,-0.011435,3.8751e-22
0.066167,-0.032428,0.03,638.05,0.073356,-0.0065277,5.9795e-22
0.066229,-0.032609,0.03,-2354,0.053828,0.0003007,-3.2266e-22
0.066224,-0.032853,0.03,-534.59,0.078125,0.007051,9.1739e-22
0.066092,-0.033109,0.03,7658.8,0.16674,-0.013577,-1.1175e-22
0.065881,-0.033252,0.03,5833.3,0.21992,-0.043907,-4.9622e-22
0.062406,-0.030627,0.03,362.8,0.025298,0.027178,1.412e-21
0.062411,-0.030619,0.03,356.63,0.021085,0.029856,2.6024e-14
0.062752,-0.03086,0.03,364.51,0.030408,0.024284,-2.0858e-22
0.063069,-0.031075,0.03,376.67,0.036472,0.020778,-2.5372e-21
0.063357,-0.031274,0.03,388.65,0.04363,0.016587,1.0217e-21
0.063618,-0.031458,0.03,401.14,0.052021,0.011644,1.0281e-21
0.063855,-0.031629,0.03,415.64,0.061774,0.0059012,2.7773e-25
0.06407,-0.031788,0.03,434.84,0.07298,-0.00065525,6.5388e-22
0.064262,-0.031937,0.03,462.48,0.085668,-0.0079807,-5.3715e-22
0.064435,-0.032077,0.03,503.24,0.099768,-0.015946,-1.2725e-21
0.064587,-0.032211,0.03,559.93,0.11507,-0.024314,6.7702e-24
0.064721,-0.032339,0.03,631.11,0.13122,-0.03273,-5.7239e-22
0.064836,-0.032464,0.03,702.19,0.14769,-0.040737,-3.6362e-22
0.064931,-0.032588,0.03,741.51,0.16387,-0.047831,2.7434e-22
0.065007,-0.032712,0.03,718.32,0.17896,-0.053518,-9.7309e-22
0.065068,-0.032837,0.03,639.48,0.19213,-0.057414,-1.1298e-22
0.065129,-0.032963,0.03,540.06,0.20288,-0.059395,1.9436e-22
0.06521,-0.033087,0.03,453.14,0.21141,-0.05968,1.643e-22
0.065324,-0.0332,0.03,445.03,0.21812,-0.058601,2.4071e-25
0.065478,-0.033286,0.03,585.43,0.22359,-0.056259,1.5706e-22
0.065678,-0.033329,0.03,1460.5,0.22667,-0.052579,-3.7422e-22
0.063293,-0.030752,0.03,-239.99,0.021177,0.030465,5.2048e-14
0.063299,-0.030744,0.03,-245.67,0.023863,0.028405,2.252e-21
0.063583,-0.030949,0.03,-223.14,0.026578,0.026634,1.6973e-21
0.063844,-0.031134,0.03,-211.74,0.029251,0.024881,1.8734e-21
0.064083,-0.031302,0.03,-204.24,0.03192,0.023127,-4.7621e-24
0.064304,-0.031452,0.03,-201.13,0.034639,0.021337,-2.1844e-21
0.064507,-0.031586,0.03,-202.41,0.037486,0.019465,-1.2352e-21
0.064695,-0.031705,0.03,-207.41,0.040561,0.017445,-1.3336e-21
0.064868,-0.031808,0.03,-213.9,0.043991,0.015194,1.463e-21
0.06503,-0.031898,0.03,-215.49,0.047943,0.012604,-1.3607e-24
0.065182,-0.031972,0.03,-203.19,0.052612,0.0095367,-1.4016e-23
0.065325,-0.032032,0.03,-158.44,0.058239,0.0058298,-7.1777e-22
0.06546,-0.032075,0.03,-91.356,0.065025,0.0013455,4.366e-22
0.06559,-0.032102,0.03,-14.455,0.072898,-0.0038064,-3.9366e-23
0.065718,-0.032119,0.03,85.772,0.080904,-0.0089337,4.2655e-22
0.065847,-0.032142,0.03,177.41,0.08726,-0.012966,4.918e-22
0.065979,-0.03219,0.03,439.57,0.089955,-0.01474,4.749e-22
0.066106,-0.032278,0.03,132.46,0.087466,-0.014262,3.3457e-22
0.066216,-0.032419,0.03,29.288,0.077023,-0.008423,8.9236e-23
0.066274,-0.032616,0.03,-2274.3,0.056441,-0.00040045,9.3151e-22
0.066259,-0.032871,0.03,-84.71,0.082424,0.0064556,3.7204e-22
0.066125,-0.033138,0.03,6856.8,0.17162,-0.014304,2.4712e-23
0.065909,-0.033296,0.03,4960.4,0.22313,-0.04365,7.4066e-22
0.062022,-0.030382,0.03,343.3,0.024896,0.027059,1.1116e-21
0.062027,-0.030374,0.03,337.48,0.020916,0.029591,5.2048e-14
0.0624,-0.030636,0.03,345.1,0.02974,0.024362,1.4118e-21
0.062746,-0.03087,0.03,356.59,0.035475,0.021086,-4.512e-21
0.063061,-0.031086,0.03,367.67,0.042234,0.017163,1.6193e-21
0.063348,-0.031286,0.03,378.75,0.05015,0.012526,1.0431e-21
0.063609,-0.031471,0.03,390.68,0.059349,0.0071245,1.9299e-25
0.063845,-0.031644,0.03,405.16,0.069928,0.00093385,1.0559e-21
0.064058,-0.031805,0.03,424.73,0.081934,-0.0060211,-5.8245e-22
0.064249,-0.031957,0.03,452.66,0.095327,-0.013645,-1.424e-21
0.064419,-0.0321,0.03,491.72,0.10995,-0.021747,-1.0779e-22
0.064569,-0.032237,0.03,541.68,0.12551,-0.030028,-1.2886e-21
0.064699,-0.03237,0.03,596.35,0.14157,-0.03809,5.7164e-22
0.06481,-0.0325,0.03,636.12,0.15757,-0.045466,4.7606e-23
0.064899,-0.032629,0.03,632.07,0.17287,-0.051686,3.5156e-22
0.064968,-0.032759,0.03,571.3,0.1867,-0.056333,-3.249e-22
0.065026,-0.032891,0.03,471.14,0.19836,-0.059149,3.5431e-22
0.065092,-0.033024,0.03,362.8,0.20768,-0.060188,-8.0615e-23
0.065183,-0.033152,0.03,274.78,0.21509,-0.059765,-1.4229e-22
0.06531,-0.033266,0.03,256.48,0.22107,-0.058215,5.4903e-23
0.065481,-0.033351,0.03,375.62,0.22616,-0.055591,2.9023e-23
0.065695,-0.033386,0.03,1103.7,0.22922,-0.051817,-5.0351e-23
0.06299,-0.030519,0.03,-254.8,0.021016,0.030256,5.2048e-14
0.062996,-0.030511,0.03,-259.8,0.023861,0.028075,-1.2453e-21
0.063306,-0.030736,0.03,-236.43,0.02675,0.026198,1.7046e-21
0.06359,-0.030939,0.03,-223.98,0.029592,0.024341,1.55e-22
0.063852,-0.031124,0.03,-215.32,0.032416,0.022489,1.7937e-23
0.064092,-0.03129,0.03,-211.15,0.03527,0.020615,-2.1851e-21
0.064314,-0.031438,0.03,-211.82,0.038222,0.018678,-6.8758e-23
0.064518,-0.03157,0.03,-217.32,0.041362,0.016622,-1.236e-21
0.064707,-0.031687,0.03,-226.45,0.044809,0.014372,1.1755e-21
0.064883,-0.031788,0.03,-236.11,0.048712,0.011833,-1.2333e-21
0.065047,-0.031874,0.03,-238.39,0.053255,0.0088817,-1.1206e-21
0.065201,-0.031944,0.03,-223.1,0.058656,0.0053728,-7.3123e-23
0.065347,-0.031998,0.03,-176.67,0.065147,0.0011539,-3.9951e-23
0.065486,-0.032034,0.03,-120.77,0.072835,-0.0038232,1.6584e-22
0.06562,-0.032055,0.03,-70.206,0.0813,-0.0091921,4.9465e-22
0.065753,-0.032069,0.03,6.6294,0.089117,-0.013978,-4.9928e-23
0.065889,-0.032096,0.03,41.646,0.094464,-0.017157,-1.6631e-22
0.066027,-0.032154,0.03,167.16,0.095855,-0.017933,-3.5678e-22
0.066159,-0.032255,0.03,-188.84,0.092125,-0.016566,-4.2354e-22
0.066268,-0.032412,0.03,-460.17,0.080436,-0.0099708,-3.5052e-23
0.066321,-0.032624,0.03,-2152,0.059139,-0.00094433,3.1685e-22
0.066297,-0.032892,0.03,294.67,0.087027,0.0058774,-1.3828e-21
0.066161,-0.033169,0.03,6152.4,0.17654,-0.014987,-8.0589e-22
0.06594,-0.033342,0.03,4209.3,0.22613,-0.043235,6.284e-22
0.061603,-0.030115,0.03,325.1,0.024496,0.026906,1.1109e-21
0.061608,-0.030107,0.03,319.66,0.020732,0.029303,1.041e-13
0.062016,-0.030391,0.03,326.91,0.029094,0.024395,-2.0392e-23
0.062394,-0.030645,0.03,337.77,0.034525,0.021338,-2.8958e-21
0.062739,-0.03088,0.03,348.2,0.040913,0.017668,1.728e-22
0.063053,-0.031098,0.03,358.27,0.048387,0.013321,1.6391e-21
0.06334,-0.031299,0.03,368.51,0.05707,0.0082436,-2.0853e-23
0.063599,-0.031487,0.03,379.88,0.067062,0.0024038,1.1241e-22
0.063834,-0.031661,0.03,394.11,0.078422,-0.0041898,4.6997e-23
0.064045,-0.031825,0.03,413.52,0.091139,-0.011469,-1.1357e-21
0.064233,-0.031979,0.03,440.27,0.1051,-0.019283,5.5262e-22
0.064401,-0.032126,0.03,475.11,0.12007,-0.027382,6.2975e-22
0.064548,-0.032267,0.03,514.81,0.13566,-0.035421,4.6591e-22
0.064674,-0.032404,0.03,549.12,0.1514,-0.042978,4.984e-22
0.064779,-0.032539,0.03,557.06,0.16672,-0.049604,6.0981e-22
0.064861,-0.032675,0.03,517.65,0.18097,-0.05488,-5.711e-22
0.064925,-0.032812,0.03,431.79,0.1934,-0.058475,2.632e-22
0.064983,-0.032951,0.03,320.99,0.20357,-0.060278,-5.5147e-23
0.065055,-0.03309,0.03,211.85,0.2116,-0.060491,-1.5884e-22
0.065158,-0.033223,0.03,127.38,0.21808,-0.059477,-1.8846e-22
0.0653,-0.033338,0.03,104.16,0.22349,-0.057543,5.3349e-23
0.065486,-0.033419,0.03,206.02,0.22832,-0.0547,-2.2026e-23
0.065716,-0.033446,0.03,813.41,0.23145,-0.05087,5.0274e-22
0.062659,-0.030265,0.03,-269.38,0.020841,0.030027,2.6024e-14
0.062665,-0.030257,0.03,-273.55,0.023841,0.027728,-3.493e-21
0.063002,-0.030503,0.03,-249.6,0.026907,0.025746,1.0142e-22
0.063313,-0.030726,0.03,-236.2,0.029927,0.023779,-1.7175e-21
0.063598,-0.030929,0.03,-226.45,0.03292,0.021821,-1.6999e-21
0.06386,-0.031112,0.03,-221.04,0.035924,0.019852,-1.8587e-21
0.064102,-0.031276,0.03,-220.7,0.039,0.017837,-7.776e-23
0.064325,-0.031423,0.03,-225.78,0.042228,0.015728,9.9529e-23
0.064531,-0.031553,0.03,-235.94,0.045716,0.013459,1.1402e-21
0.064722,-0.031667,0.03,-249.43,0.0496,0.010944,-1.2765e-22
0.0649,-0.031765,0.03,-262.06,0.054048,0.0080763,-1.0805e-21
0.065066,-0.031846,0.03,-264.45,0.059262,0.0047268,-1.5615e-21
0.065223,-0.031912,0.03,-246.42,0.06546,0.00075152,-4.9469e-22
0.065372,-0.031959,0.03,-204.02,0.072827,-0.0039561,5.2406e-22
0.065514,-0.031988,0.03,-166.39,0.081254,-0.0092694,8.706e-22
0.065652,-0.032002,0.03,-135.45,0.089844,-0.014499,-8.0095e-23
0.065792,-0.032016,0.03,-83.09,0.096844,-0.018512,-5.4441e-22
0.065936,-0.03205,0.03,-94.144,0.10079,-0.02057,-3.1635e-22
0.066081,-0.032118,0.03,-71.515,0.10089,-0.020354,-7.5837e-22
0.066215,-0.032234,0.03,-449.14,0.096187,-0.018267,-5.1099e-23
0.066323,-0.032407,0.03,-838.96,0.083544,-0.011134,-4.0185e-24
0.066371,-0.032635,0.03,-1979.5,0.061929,-0.0013047,-5.8929e-22
0.066338,-0.032915,0.03,605.68,0.091947,0.0053125,-8.5094e-22
0.066201,-0.033203,0.03,5537.1,0.18153,-0.015622,6.6567e-22
0.065975,-0.033391,0.03,3560.1,0.22893,-0.042666,1.5561e-23
0.061148,-0.029825,0.03,308.15,0.024095,0.026718,-8.4158e-22
0.061153,-0.029817,0.03,303.1,0.020532,0.028989,5.2048e-14
0.061598,-0.030124,0.03,309.93,0.028466,0.024383,-2.2695e-23
0.06201,-0.030401,0.03,320.21,0.033615,0.021533,-1.1325e-21
0.062387,-0.030656,0.03,330.07,0.03966,0.018104,-2.7353e-21
0.062731,-0.030892,0.03,339.4,0.046723,0.014032,4.4888e-21
0.063045,-0.031111,0.03,348.47,0.054925,0.0092622,-2.0914e-23
0.06333,-0.031314,0.03,357.83,0.064367,0.0037582,-6.1398e-23
0.063588,-0.031504,0.03,368.57,0.075118,-0.0024845,4.1209e-24
0.063821,-0.03168,0.03,382.28,0.087189,-0.00942,-2.0461e-21
0.06403,-0.031847,0.03,400.58,0.1005,-0.016931,5.4722e-22
0.064216,-0.032004,0.03,424.46,0.11487,-0.024813,6.0545e-23
0.064381,-0.032155,0.03,452.61,0.12997,-0.032768,-7.6245e-23
0.064524,-0.0323,0.03,479.09,0.14539,-0.040417,7.1341e-22
0.064645,-0.032442,0.03,491.38,0.16061,-0.047341,-1.0294e-21
0.064744,-0.032584,0.03,470.03,0.17506,-0.053127,-3.5761e-22
0.064818,-0.032726,0.03,403.94,0.1881,-0.057417,-7.573e-23
0.064877,-0.032871,0.03,303.37,0.19909,-0.059981,-2.5135e-22
0.064937,-0.033018,0.03,190.07,0.20784,-0.060861,-5.5147e-23
0.065018,-0.033163,0.03,85.555,0.21475,-0.060366,-2.6942e-23
0.065134,-0.033299,0.03,7.9574,0.22045,-0.058861,1.4676e-22
0.065292,-0.033413,0.03,-16.823,0.22544,-0.056618,6.1131e-23
0.065495,-0.033491,0.03,70.289,0.23011,-0.053609,-1.2781e-22
0.065742,-0.033509,0.03,577.09,0.23341,-0.04975,2.4573e-22
0.062298,-0.029987,0.03,-283.5,0.020649,0.029778,0
0.062303,-0.02998,0.03,-286.56,0.023798,0.027366,9.8987e-25
0.062671,-0.030249,0.03,-262.39,0.027043,0.02528,9.8914e-23
0.063009,-0.030493,0.03,-248.3,0.030246,0.023202,2.8005e-21
0.06332,-0.030716,0.03,-237.38,0.033418,0.021131,-1.7229e-21
0.063607,-0.030917,0.03,-230.75,0.036589,0.019057,-1.5754e-22
0.06387,-0.031099,0.03,-229.15,0.039807,0.016951,-1.7869e-21
0.064113,-0.031261,0.03,-233.22,0.043145,0.014773,1.9373e-21
0.064337,-0.031406,0.03,-243.17,0.046698,0.012465,-8.1438e-23
0.064545,-0.031533,0.03,-258.31,0.050591,0.0099511,1.1257e-21
0.064738,-0.031644,0.03,-276.06,0.054976,0.0071375,-1.7651e-23
0.064918,-0.031738,0.03,-291.01,0.060038,0.0039101,-2.1006e-21
0.065087,-0.031815,0.03,-292.52,0.06598,0.00014112,-6.8661e-24
0.065247,-0.031875,0.03,-272.74,0.072992,-0.0042872,-4.9009e-22
0.065399,-0.031914,0.03,-239.7,0.081131,-0.0093758,9.609e-22
0.065545,-0.031935,0.03,-217.56,0.089919,-0.014723,2.9529e-22
0.065689,-0.031944,0.03,-192.39,0.097945,-0.01933,3.9732e-23
0.065836,-0.031961,0.03,-159.14,0.1035,-0.022158,-3.3293e-22
0.065988,-0.032002,0.03,-194.61,0.10587,-0.022987,-2.2461e-22
0.066139,-0.032083,0.03,-242.46,0.10489,-0.02192,-3.8833e-22
0.066276,-0.032214,0.03,-632.27,0.099589,-0.019331,3.84e-23
0.066383,-0.032404,0.03,-1105,0.086319,-0.011893,-2.4013e-22
0.066425,-0.032649,0.03,-1764.3,0.064815,-0.0014814,-2.9565e-23
0.066384,-0.032941,0.03,868.29,0.097202,0.0047593,6.6567e-22
0.066245,-0.033241,0.03,4997.4,0.18658,-0.016199,6.607e-22
0.066014,-0.033443,0.03,2996.7,0.23155,-0.041948,-2.7821e-22
0.060654,-0.029509,0.03,292.38,0.023691,0.026494,-8.411e-22
0.060659,-0.029502,0.03,287.69,0.020314,0.028648,2.6024e-14
0.061142,-0.029834,0.03,294.12,0.027854,0.024327,1.7601e-21
0.061591,-0.030134,0.03,303.86,0.032743,0.021673,-1.1325e-21
0.062003,-0.030411,0.03,313.18,0.038469,0.018471,-2.4207e-21
0.062379,-0.030668,0.03,321.91,0.045151,0.014659,1.5847e-21
0.062722,-0.030906,0.03,330.15,0.052904,0.010183,3.385e-23
0.063035,-0.031126,0.03,338.2,0.061831,0.0050002,8.8187e-22
0.063318,-0.031331,0.03,346.66,0.072008,-0.00090299,7.6352e-22
0.063575,-0.031522,0.03,356.57,0.083463,-0.0074988,-1.79e-21
0.063806,-0.031702,0.03,369.12,0.09615,-0.014699,-6.742e-23
0.064013,-0.031871,0.03,385.3,0.10992,-0.022336,4.4236e-22
0.064197,-0.032032,0.03,404.67,0.12451,-0.030156,1.6893e-23
0.064358,-0.032187,0.03,423.92,0.13956,-0.037824,-4.1295e-22
0.064497,-0.032337,0.03,435.5,0.15459,-0.044953,-1.0325e-21
0.064612,-0.032485,0.03,425.77,0.16911,-0.051144,-4.8545e-22
0.064703,-0.032633,0.03,379.47,0.18254,-0.056028,-1.5099e-22
0.06477,-0.032783,0.03,295.29,0.19426,-0.059317,2.4319e-22
0.064825,-0.032936,0.03,188.12,0.20379,-0.060898,-7.4292e-23
0.06489,-0.03309,0.03,78.352,0.21125,-0.060959,4.5829e-23
0.064983,-0.033241,0.03,-17.264,0.21719,-0.059867,9.1383e-23
0.065113,-0.03338,0.03,-86.054,0.22228,-0.057959,2.2513e-22
0.065288,-0.033494,0.03,-110.6,0.22696,-0.055468,9.1163e-23
0.065508,-0.033567,0.03,-36.749,0.23158,-0.052335,2.6834e-22
0.065771,-0.033576,0.03,384.71,0.2351,-0.048468,-1.333e-22
0.061904,-0.029685,0.03,-296.79,0.020441,0.029507,0
0.06191,-0.029678,0.03,-298.45,0.023728,0.02699,1.8033e-25
0.06231,-0.029971,0.03,-274.56,0.027148,0.024805,-4.7934e-24
0.062678,-0.030239,0.03,-259.93,0.030538,0.022614,2.0821e-22
0.063017,-0.030483,0.03,-248.08,0.033899,0.020428,-1.4135e-23
0.063329,-0.030704,0.03,-240.2,0.037249,0.018239,-1.3708e-21
0.063616,-0.030904,0.03,-237.11,0.040628,0.01603,-3.4119e-21
0.063881,-0.031084,0.03,-239.83,0.044096,0.013767,3.499e-21
0.064125,-0.031244,0.03,-248.79,0.047739,0.011402,-6.5678e-24
0.064351,-0.031387,0.03,-263.91,0.051668,0.0088677,1.9339e-21
0.064561,-0.031511,0.03,-284.01,0.056022,0.0060816,-1.5202e-23
0.064756,-0.031619,0.03,-305.41,0.060968,0.0029432,8.917e-22
0.064939,-0.031708,0.03,-321.18,0.066691,-0.00065981,-1.244e-22
0.065111,-0.03178,0.03,-320.31,0.073374,-0.0048366,-5.886e-23
0.065274,-0.031832,0.03,-300.03,0.081126,-0.0096378,-8.2844e-23
0.06543,-0.031863,0.03,-276.15,0.089747,-0.014871,1.5212e-22
0.06558,-0.031876,0.03,-254.23,0.098243,-0.019781,-1.75e-22
0.065731,-0.031883,0.03,-221.29,0.1049,-0.023236,2.841e-23
0.065886,-0.031903,0.03,-197.59,0.10863,-0.024641,1.0749e-22
0.066046,-0.031954,0.03,-240.7,0.10956,-0.024348,-3.1308e-22
0.066202,-0.032049,0.03,-335.94,0.10786,-0.022653,1.7858e-22
0.066342,-0.032196,0.03,-737.13,0.10234,-0.019778,-4.6743e-22
0.066446,-0.032403,0.03,-1257,0.088761,-0.012248,-1.0835e-22
0.066483,-0.032665,0.03,-1523.1,0.067813,-0.001481,5.7133e-24
0.066435,-0.03297,0.03,1096.1,0.10281,0.0042208,1.3083e-21
0.066294,-0.033281,0.03,4519.8,0.19169,-0.016708,-4.5293e-22
0.066058,-0.033498,0.03,2505.7,0.234,-0.041081,-2.1095e-23
0.060117,-0.029167,0.03,277.76,0.023282,0.026232,-3.6593e-22
0.060122,-0.029159,0.03,273.46,0.020078,0.028278,0
0.060648,-0.029518,0.03,279.43,0.027254,0.024224,1.7613e-21
0.061136,-0.029843,0.03,288.59,0.031903,0.021757,8.6984e-25
0.061584,-0.030144,0.03,297.39,0.037336,0.01877,-3.169e-21
0.061995,-0.030423,0.03,305.65,0.043663,0.015206,-1.654e-22
0.06237,-0.030681,0.03,313.31,0.050997,0.011008,1.2731e-21
0.062712,-0.03092,0.03,320.45,0.059442,0.0061326,-1.3895e-21
0.063024,-0.031143,0.03,327.41,0.069079,0.00055719,-6.2799e-22
0.063306,-0.03135,0.03,334.8,0.079949,-0.0057051,-7.5159e-22
0.063561,-0.031543,0.03,343.52,0.092029,-0.012589,-1.6887e-21
0.06379,-0.031726,0.03,354.35,0.10521,-0.019961,1.4646e-22
0.063994,-0.031898,0.03,367.31,0.11928,-0.027607,1.273e-23
0.064175,-0.032063,0.03,380.53,0.13392,-0.035234,-1.1558e-23
0.064332,-0.032222,0.03,389.46,0.1487,-0.042487,-4.8155e-22
0.064465,-0.032378,0.03,385.33,0.16317,-0.048987,-6.4376e-23
0.064574,-0.032533,0.03,354.91,0.17684,-0.054366,2.6808e-23
0.064655,-0.032689,0.03,289.31,0.18912,-0.058309,4.6881e-22
0.064715,-0.032847,0.03,194.41,0.19943,-0.060604,2.0855e-22
0.064771,-0.033008,0.03,87.318,0.20755,-0.061277,9.9678e-23
0.064844,-0.033169,0.03,-13.776,0.21386,-0.060629,4.1702e-23
0.064949,-0.033325,0.03,-97.809,0.21901,-0.059041,-2.4102e-23
0.065095,-0.033467,0.03,-157.25,0.22363,-0.056808,2.549e-22
