"Points:0","Points:1","Points:2","Q-criterion","U:0","U:1","U:2"
0.048979,0.02897,0.03,-1.5664,0.090511,0.10603,2.2625e-23
0.050488,0.029232,0.03,0.10563,0.093722,0.10553,-2.9941e-23
0.052002,0.029476,0.03,1.6184,0.096792,0.10468,1.2188e-22
0.053526,0.029666,0.03,3.042,0.099519,0.10356,-1.0002e-22
0.05506,0.02979,0.03,4.3962,0.10185,0.10219,-1.422e-24
0.056612,0.029861,0.03,5.6809,0.10383,0.10056,1.7843e-22
0.05818,0.029882,0.03,6.9257,0.10547,0.098698,0
0.059762,0.029854,0.03,8.1233,0.10681,0.096596,-7.8754e-23
0.061356,0.029783,0.03,9.2762,0.10786,0.094268,4.3419e-23
0.062962,0.029669,0.03,10.386,0.10864,0.091724,7.7121e-25
0.064578,0.029516,0.03,11.456,0.10916,0.088972,-4.611e-23
0.066204,0.029325,0.03,12.485,0.10945,0.086023,-4.9336e-23
0.067838,0.029096,0.03,13.477,0.1095,0.082886,-1.4989e-22
0.06948,0.028829,0.03,14.432,0.10933,0.079571,-9.9175e-23
0.071129,0.028523,0.03,15.351,0.10891,0.07609,-2.0413e-22
0.072784,0.028175,0.03,16.233,0.10826,0.072455,-7.6006e-24
0.074445,0.027783,0.03,17.079,0.10734,0.068677,4.8068e-22
0.07611,0.027345,0.03,17.887,0.10615,0.064771,2.7789e-22
0.077777,0.026856,0.03,18.656,0.10467,0.060753,2.1885e-22
0.079446,0.026315,0.03,19.384,0.10287,0.056638,-1.7562e-22
0.081115,0.025719,0.03,20.069,0.10076,0.052444,5.2723e-23
0.082783,0.025064,0.03,20.707,0.098297,0.048192,6.1594e-23
0.084446,0.024348,0.03,21.296,0.095481,0.043901,6.4206e-23
0.086103,0.023567,0.03,21.832,0.092297,0.039594,-5.3042e-22
0.087751,0.022721,0.03,22.31,0.088735,0.035295,-6.0981e-23
0.089388,0.021806,0.03,22.725,0.084788,0.031029,1.8164e-22
0.09101,0.02082,0.03,23.074,0.08045,0.026824,-2.3524e-22
0.092616,0.019761,0.03,23.349,0.075723,0.022708,1.7639e-22
0.094201,0.018628,0.03,23.546,0.070609,0.018711,2.3128e-22
0.095762,0.017418,0.03,23.657,0.065117,0.014864,4.645e-22
0.097296,0.016131,0.03,23.676,0.059259,0.011197,1.8933e-26
0.098799,0.014765,0.03,23.596,0.053054,0.0077415,-2.645e-23
0.10027,0.01332,0.03,23.407,0.046527,0.0045292,-4.0695e-24
0.1017,0.011793,0.03,23.101,0.039709,0.0015884,2.4183e-22
0.10309,0.010184,0.03,22.668,0.032637,-0.0010563,2.036e-22
0.10444,0.0084903,0.03,22.095,0.025354,-0.0033867,5.6965e-22
0.10575,0.0067076,0.03,21.367,0.017913,-0.0053954,1.6485e-24
0.10703,0.0048299,0.03,20.467,0.010372,-0.0070882,-1.9338e-22
0.10827,0.0028479,0.03,19.38,0.0028024,-0.0084834,-2.2095e-23
0.1095,0.00075125,0.03,18.086,-0.0047081,-0.0096048,6.8438e-24
0.11071,-0.0014697,0.03,16.563,-0.012047,-0.01047,2.2051e-23
0.1119,-0.0038203,0.03,14.783,-0.019069,-0.01108,-6.906e-25
0.11306,-0.0063005,0.03,12.724,-0.025599,-0.011418,1.0913e-22
0.11416,-0.0089055,0.03,10.367,-0.031428,-0.011456,-1.8847e-22
0.11519,-0.011627,0.03,7.7144,-0.036319,-0.011171,-1.7352e-22
0.11612,-0.014456,0.03,4.7802,-0.040007,-0.010556,2.8184e-23
0.11695,-0.017383,0.03,1.6018,-0.042192,-0.0096339,2.4364e-25
0.11765,-0.020398,0.03,-1.7532,-0.042543,-0.0084589,2.0095e-25
0.11822,-0.02349,0.03,-5.1695,-0.040697,-0.007123,-1.5578e-25
0.11864,-0.026651,0.03,-8.4533,-0.036273,-0.0057573,3.7446e-24
0.11891,-0.029872,0.03,-11.28,-0.028917,-0.004534,-7.2659e-24
0.11902,-0.033142,0.03,-13.186,-0.018428,-0.0036561,-1.1721e-23
0.11897,-0.036453,0.03,-13.792,-0.0049329,-0.0033639,-3.7143e-23
0.11875,-0.039794,0.03,-12.972,0.011168,-0.003959,4.1972e-23
0.11836,-0.043156,0.03,-10.809,0.029326,-0.0060706,4.1094e-23
0.1178,-0.046529,0.03,-8.1389,0.047826,-0.0099625,-2.8541e-22
0.11707,-0.049902,0.03,-5.9763,0.063338,-0.013748,2.8073e-22
0.11616,-0.053265,0.03,-4.4526,0.073975,-0.014983,1.8261e-22
0.11508,-0.056608,0.03,-3.4433,0.081122,-0.013833,8.8399e-23
0.11383,-0.059922,0.03,-2.6862,0.086869,-0.012055,8.2634e-23
0.11241,-0.063197,0.03,-2.0409,0.092033,-0.010576,7.1056e-23
0.11082,-0.066423,0.03,-1.5251,0.096646,-0.0093948,-3.3745e-24
0.10864,-0.069244,0.03,-1.1622,0.10045,-0.0078598,-5.0062e-23
0.0021709,0.011983,0.03,-308.13,0.056148,0.078697,-1.2779e-24
0.0019683,0.011958,0.03,-264.26,0.055819,0.075279,5.0163e-25
0.0017533,0.011918,0.03,-226.27,0.055601,0.07188,-2.3982e-23
0.001526,0.01186,0.03,-193.48,0.055495,0.068502,-3.5719e-23
0.0012865,0.011784,0.03,-165.24,0.055504,0.065154,2.252e-23
0.001035,0.011689,0.03,-140.95,0.055631,0.061841,-9.2956e-24
0.00077131,0.011573,0.03,-120.08,0.055877,0.058571,1.0227e-23
0.00049552,0.011435,0.03,-102.16,0.056242,0.05535,-9.6637e-24
0.00020735,0.011273,0.03,-86.809,0.056725,0.052186,3.7629e-23
-9.3446e-05,0.011087,0.03,-73.677,0.057324,0.049082,1.393e-23
-0.00040718,0.010874,0.03,-62.462,0.058035,0.046046,2.8316e-24
-0.0007343,0.010633,0.03,-52.897,0.058854,0.043082,1.8088e-25
-0.0010753,0.010362,0.03,-44.751,0.059778,0.040193,-1.3879e-24
-0.001431,0.01006,0.03,-37.822,0.0608,0.037384,2.1059e-24
-0.001802,0.0097245,0.03,-31.935,0.061918,0.034657,1.5719e-23
-0.0021894,0.0093528,0.03,-26.938,0.063125,0.032015,-1.3747e-24
-0.0025943,0.0089428,0.03,-22.7,0.064417,0.029461,9.721e-25
-0.003018,0.0084918,0.03,-19.109,0.065788,0.026996,1.3784e-23
-0.0034622,0.0079968,0.03,-16.069,0.067235,0.024621,1.7779e-23
-0.0039285,0.0074547,0.03,-13.497,0.068753,0.022339,3.3671e-23
-0.0044189,0.0068618,0.03,-11.32,0.070336,0.02015,9.1895e-24
-0.0049359,0.0062144,0.03,-9.388,0.07198,0.018054,2.9045e-23
-0.005482,0.0055081,0.03,-7.872,0.073637,0.016063,-8.5145e-23
-0.0059971,0.0047614,0.03,-6.7411,0.075221,0.014193,2.9282e-23
-0.0064784,0.003977,0.03,-5.7702,0.076705,0.012442,1.0834e-23
-0.0069267,0.0031563,0.03,-4.9828,0.078105,0.010793,6.0893e-23
-0.0073423,0.0023005,0.03,-4.3371,0.079436,0.0092352,-4.8831e-23
-0.0077253,0.0014106,0.03,-3.8012,0.08071,0.0077585,-3.0745e-23
-0.0080758,0.00048776,0.03,-3.3515,0.081935,0.0063548,2.7779e-23
-0.0083933,-0.00046714,0.03,-2.9707,0.083119,0.0050177,-1.3032e-23
-0.0086773,-0.0014531,0.03,-2.6457,0.084268,0.0037417,3.6775e-23
-0.0089273,-0.0024694,0.03,-2.3663,0.085385,0.0025221,5.7808e-23
-0.0091424,-0.003515,0.03,-2.1248,0.086476,0.0013546,-2.2678e-23
-0.0093218,-0.004589,0.03,-1.9147,0.087542,0.00023578,3.9501e-23
-0.0094644,-0.0056907,0.03,-1.7312,0.088587,-0.00083762,-3.6188e-23
-0.0095691,-0.0068192,0.03,-1.5702,0.089613,-0.0018684,3.3211e-23
-0.0096346,-0.0079734,0.03,-1.4284,0.090622,-0.0028591,4.724e-23
-0.0096598,-0.0091524,0.03,-1.303,0.091616,-0.003812,-1.4638e-23
-0.0096433,-0.010355,0.03,-1.1918,0.092596,-0.0047292,1.4439e-23
-0.0095838,-0.01158,0.03,-1.0929,0.093564,-0.0056122,1.3755e-23
-0.00948,-0.012827,0.03,-1.0046,0.09452,-0.0064629,2.2536e-23
-0.0093305,-0.014094,0.03,-0.92568,0.095467,-0.0072824,9.3336e-24
-0.009134,-0.015379,0.03,-0.85496,0.096405,-0.008072,-3.8503e-23
-0.0088893,-0.016681,0.03,-0.79146,0.097335,-0.0088326,-1.1218e-26
-0.0085955,-0.017999,0.03,-0.73431,0.098258,-0.009565,-3.9018e-23
-0.0082517,-0.01933,0.03,-0.68276,0.099175,-0.01027,-7.1463e-24
-0.0078575,-0.020673,0.03,-0.63614,0.10009,-0.010947,1.2696e-23
-0.0074127,-0.022027,0.03,-0.59389,0.10099,-0.011597,5.5158e-24
-0.0069176,-0.023389,0.03,-0.55553,0.1019,-0.012219,4.8287e-24
-0.0063725,-0.024758,0.03,-0.5206,0.1028,-0.012813,-1.8085e-23
-0.0057788,-0.026133,0.03,-0.48874,0.1037,-0.013378,7.7447e-24
-0.005138,-0.027511,0.03,-0.4596,0.1046,-0.013913,1.6329e-23
-0.004453,-0.028893,0.03,-0.43287,0.1055,-0.014416,-1.1467e-24
-0.0037286,-0.030276,0.03,-0.40818,0.1064,-0.014884,-3.9759e-25
-0.0029739,-0.031662,0.03,-0.38504,0.10729,-0.015311,2.2509e-24
-0.0022091,-0.033053,0.03,-0.36262,0.10819,-0.015685,-5.0066e-25
-0.001478,-0.034461,0.03,-0.34014,0.10908,-0.015982,1.6502e-26
-0.00085686,-0.035901,0.03,-0.318,0.10995,-0.016163,7.7056e-27
-0.00040736,-0.037379,0.03,-0.29701,0.11081,-0.016212,0
-9.1978e-05,-0.038878,0.03,-0.27634,0.11163,-0.016157,0
0.0001884,-0.040383,0.03,-0.25589,0.11241,-0.016055,6.2218e-26
0.0005009,-0.041884,0.03,-0.23573,0.11317,-0.015941,1.8037e-25
0.00086208,-0.043386,0.03,-0.21687,0.1139,-0.015826,1.3257e-24
0.001278,-0.044889,0.03,-0.20041,0.1146,-0.015713,9.2947e-25
0.0017482,-0.046391,0.03,-0.18563,0.11528,-0.015598,3.8507e-24
0.0022699,-0.04789,0.03,-0.17226,0.11594,-0.015482,1.569e-24
0.00284,-0.049387,0.03,-0.16004,0.11658,-0.01536,0
0.0034553,-0.050881,0.03,-0.14882,0.1172,-0.015233,-1.7327e-24
0.0041131,-0.052371,0.03,-0.13847,0.11781,-0.015098,5.7941e-24
0.0048114,-0.053859,0.03,-0.12889,0.11839,-0.014954,-4.8775e-27
0.0055487,-0.055342,0.03,-0.12,0.11895,-0.014802,2.1887e-24
0.0063247,-0.05682,0.03,-0.11173,0.1195,-0.01464,2.4879e-24
0.0071395,-0.058293,0.03,-0.10403,0.12003,-0.01447,2.5071e-24
0.0079944,-0.059759,0.03,-0.096837,0.12053,-0.014291,-7.5955e-24
0.0088908,-0.061217,0.03,-0.090131,0.12102,-0.014104,5.4884e-24
0.0098309,-0.062665,0.03,-0.083874,0.12149,-0.01391,-9.9886e-27
0.010817,-0.064102,0.03,-0.078036,0.12195,-0.013709,2.5655e-24
0.011851,-0.065524,0.03,-0.072594,0.12238,-0.013501,-3.3831e-24
0.012935,-0.06693,0.03,-0.067523,0.1228,-0.013287,-2.9407e-24
0.014072,-0.068318,0.03,-0.062803,0.1232,-0.013068,-5.9276e-24
0.015264,-0.069685,0.03,-0.058412,0.12359,-0.012843,1.2857e-24
0.016512,-0.071027,0.03,-0.054334,0.12396,-0.012612,-4.5704e-24
0.017818,-0.072343,0.03,-0.050552,0.12431,-0.012375,1.1076e-24
0.019184,-0.07363,0.03,-0.047052,0.12465,-0.012133,-4.5732e-24
0.020611,-0.074883,0.03,-0.043822,0.12497,-0.011885,2.7727e-25
0.022099,-0.0761,0.03,-0.040852,0.12527,-0.011631,-2.1298e-24
0.023651,-0.077277,0.03,-0.038134,0.12555,-0.01137,-2.0018e-23
0.025266,-0.078411,0.03,-0.035662,0.12582,-0.011102,9.3775e-24
0.026945,-0.079499,0.03,-0.033436,0.12607,-0.010826,7.8717e-25
0.028688,-0.080536,0.03,-0.031457,0.1263,-0.010543,4.2142e-25
0.030495,-0.081518,0.03,-0.029729,0.12651,-0.010252,2.6494e-24
0.032365,-0.082442,0.03,-0.028262,0.1267,-0.0099512,1.1478e-24
0.034299,-0.083304,0.03,-0.02707,0.12687,-0.0096411,9.0964e-28
0.036295,-0.0841,0.03,-0.026172,0.12701,-0.0093207,-4.896e-25
0.038353,-0.084827,0.03,-0.025595,0.12713,-0.0089891,3.8977e-25
0.040473,-0.085482,0.03,-0.025376,0.12722,-0.0086452,7.6779e-25
0.042656,-0.086063,0.03,-0.025569,0.12727,-0.0082875,-3.1218e-24
0.044907,-0.08657,0.03,-0.026242,0.12729,-0.0079142,-6.091e-24
0.047233,-0.087005,0.03,-0.027472,0.12727,-0.0075235,6.3047e-24
0.049646,-0.08737,0.03,-0.029322,0.1272,-0.0071139,1.7221e-23
0.052157,-0.08767,0.03,-0.031834,0.12708,-0.0066862,1.9446e-23
0.054778,-0.087902,0.03,-0.035087,0.12689,-0.0062431,-9.3324e-24
0.057513,-0.088063,0.03,-0.03927,0.12663,-0.0057894,1.0059e-23
0.060357,-0.088141,0.03,-0.044741,0.12627,-0.0053312,-7.5136e-24
0.063298,-0.088119,0.03,-0.051982,0.12583,-0.0048754,-1.6802e-23
0.066319,-0.08798,0.03,-0.061491,0.12527,-0.0044293,1.444e-23
0.069402,-0.08771,0.03,-0.073691,0.12459,-0.0040018,-2.6413e-23
0.072532,-0.087296,0.03,-0.088952,0.12378,-0.0036039,1.2718e-23
0.075693,-0.086729,0.03,-0.10777,0.12284,-0.003249,1.6455e-24
0.07887,-0.086001,0.03,-0.13093,0.12176,-0.0029522,1.1105e-23
0.082053,-0.08511,0.03,-0.15951,0.12052,-0.0027303,5.0012e-24
0.085227,-0.084051,0.03,-0.19494,0.11912,-0.0026017,-2.7524e-24
0.088383,-0.082823,0.03,-0.23899,0.11755,-0.0025878,-1.0779e-24
0.09151,-0.081426,0.03,-0.29391,0.1158,-0.0027136,2.683e-23
0.094596,-0.079861,0.03,-0.36269,0.11385,-0.0030085,2.1571e-23
0.097631,-0.078129,0.03,-0.44946,0.11169,-0.0035065,1.3813e-23
0.10061,-0.076232,0.03,-0.5599,0.10931,-0.004247,-4.2902e-27
0.10351,-0.074174,0.03,-0.70209,0.10669,-0.005275,8.6644e-24
0.10634,-0.071959,0.03,-0.88758,0.10382,-0.0066424,-4.5432e-23
0.0021511,0.012186,0.03,-252.08,0.059534,0.078165,-7.7706e-24
0.0021435,0.012406,0.03,-206.42,0.062812,0.077614,1.5915e-23
0.002149,0.012641,0.03,-169.06,0.065986,0.077038,-4.656e-24
0.0021688,0.012892,0.03,-138.38,0.069054,0.076434,6.8656e-24
0.0022039,0.013159,0.03,-113.14,0.072017,0.075798,7.6477e-24
0.0022556,0.013444,0.03,-92.366,0.074873,0.075132,9.5214e-24
0.0023248,0.013746,0.03,-75.243,0.077624,0.074434,3.9674e-24
0.0024129,0.014066,0.03,-61.143,0.080268,0.073708,-1.284e-24
0.002521,0.014405,0.03,-49.559,0.082805,0.072956,6.7526e-24
0.0026505,0.014763,0.03,-40.068,0.085238,0.072184,-2.6992e-24
0.0028027,0.015142,0.03,-32.324,0.087566,0.071398,-4.0045e-25
0.0029793,0.015543,0.03,-26.035,0.089794,0.070603,3.509e-24
0.0031818,0.015967,0.03,-20.952,0.091927,0.069804,3.4722e-24
0.003412,0.016416,0.03,-16.861,0.093968,0.069007,4.9243e-25
0.0036716,0.01689,0.03,-13.573,0.095924,0.068216,-5.7306e-25
0.0039628,0.017393,0.03,-10.93,0.097801,0.067433,-7.138e-25
0.0042878,0.017927,0.03,-8.7975,0.099602,0.06666,7.0089e-25
0.0046489,0.018493,0.03,-7.0653,0.10133,0.065899,3.4768e-25
0.0050488,0.019094,0.03,-5.6481,0.10299,0.065151,1.1144e-25
0.0054903,0.019735,0.03,-4.4807,0.10458,0.06442,6.629e-26
0.0059765,0.020417,0.03,-3.4818,0.10609,0.063714,-6.9552e-26
0.0065108,0.021146,0.03,-2.7074,0.10752,0.063065,-3.3611e-25
0.0070913,0.021856,0.03,-2.1265,0.10883,0.062523,-2.3289e-25
0.0077165,0.022545,0.03,-1.6515,0.11003,0.062101,2.5085e-25
0.008385,0.023214,0.03,-1.2804,0.11113,0.061791,2.5205e-25
0.0090959,0.023862,0.03,-0.99206,0.11213,0.061589,3.2463e-25
0.0098483,0.024488,0.03,-0.77229,0.11305,0.06149,-1.3012e-25
0.010641,0.025094,0.03,-0.61624,0.11388,0.061489,-6.5611e-25
0.011474,0.025677,0.03,-0.52793,0.11465,0.061584,8.398e-25
0.012347,0.026238,0.03,-0.50632,0.11534,0.061781,1.481e-25
0.013258,0.026775,0.03,-0.52504,0.11599,0.062105,3.6149e-25
0.014208,0.027287,0.03,-0.52939,0.11664,0.062588,-1.1813e-24
0.015196,0.027774,0.03,-0.47255,0.11732,0.063224,-1.6628e-24
0.016222,0.028233,0.03,-0.37525,0.11794,0.063905,-5.3205e-24
0.017284,0.028664,0.03,-0.36169,0.11825,0.064395,3.9692e-24
0.018383,0.029065,0.03,-0.64905,0.11788,0.0644,-4.2557e-24
0.019519,0.029434,0.03,-1.4827,0.11645,0.063684,-1.8968e-24
0.02069,0.02977,0.03,-3.0361,0.1137,0.062164,6.444e-24
0.021896,0.030071,0.03,-5.3476,0.1096,0.059939,2.0191e-24
0.023135,0.030336,0.03,-8.2799,0.10431,0.05727,8.2067e-24
0.024409,0.030563,0.03,-11.595,0.098154,0.054544,7.6766e-24
0.025714,0.030751,0.03,-15.02,0.091612,0.052233,-6.0624e-24
0.02705,0.030897,0.03,-18.302,0.085234,0.050834,1.4331e-24
0.028415,0.031001,0.03,-21.232,0.079583,0.050787,9.6445e-24
0.029809,0.031061,0.03,-23.653,0.075154,0.052391,1.5159e-24
0.031229,0.031078,0.03,-25.443,0.072281,0.055729,-1.2088e-24
0.032675,0.031051,0.03,-26.506,0.071081,0.060635,5.0284e-25
0.034143,0.030979,0.03,-26.74,0.071437,0.066729,-6.6744e-25
0.035633,0.030864,0.03,-26.036,0.073038,0.073493,-9.9058e-24
0.037142,0.030708,0.03,-24.316,0.075465,0.080368,-1.7083e-23
0.038669,0.030512,0.03,-21.632,0.078269,0.086835,-3.0326e-24
0.040211,0.030282,0.03,-18.286,0.081054,0.092492,-9.73e-24
0.041765,0.030028,0.03,-14.714,0.083553,0.09712,-1.54e-23
0.043329,0.029772,0.03,-11.273,0.08569,0.10066,6.4539e-23
0.044897,0.029565,0.03,-8.1885,0.087645,0.10311,4.2871e-23
0.046457,0.029489,0.03,-5.565,0.089837,0.10454,-5.8889e-23
0.047993,0.029598,0.03,-3.3783,0.092613,0.10507,1.3403e-22
0.049506,0.029832,0.03,-1.5117,0.095845,0.10494,-2.3049e-23
0.051015,0.030089,0.03,0.14013,0.099117,0.10437,1.6449e-22
0.052533,0.030309,0.03,1.6613,0.10213,0.10347,0
0.054062,0.030468,0.03,3.0972,0.10479,0.1023,6.8153e-23
0.055609,0.030574,0.03,4.4585,0.10708,0.10086,6.8304e-24
0.057173,0.030628,0.03,5.7706,0.10905,0.099166,-3.5595e-23
0.058752,0.030633,0.03,7.0312,0.11069,0.09722,-7.9609e-23
0.060345,0.030592,0.03,8.2432,0.11203,0.095033,3.7076e-23
0.06195,0.030508,0.03,9.4092,0.11308,0.092615,-4.2633e-23
0.063566,0.030383,0.03,10.531,0.11387,0.089976,-2.1861e-22
0.065192,0.030219,0.03,11.611,0.11441,0.087126,4.1453e-23
0.066827,0.030018,0.03,12.651,0.11471,0.084075,-1.9018e-22
0.068471,0.029778,0.03,13.651,0.11477,0.080833,4.441e-23
0.070122,0.0295,0.03,14.614,0.11459,0.077413,4.5764e-23
0.071781,0.029181,0.03,15.539,0.11417,0.073824,1.569e-22
0.073445,0.02882,0.03,16.427,0.1135,0.07008,4.8271e-22
0.075115,0.028415,0.03,17.278,0.11255,0.066194,2.2054e-22
0.076788,0.027961,0.03,18.09,0.11132,0.06218,2.7068e-24
0.078464,0.027457,0.03,18.862,0.10979,0.058054,1.6679e-22
0.080142,0.026898,0.03,19.593,0.10793,0.053834,3.4165e-22
0.081819,0.026284,0.03,20.279,0.10574,0.049537,1.7471e-22
0.083493,0.025609,0.03,20.919,0.1032,0.045183,-2.3492e-22
0.085163,0.024873,0.03,21.508,0.10029,0.040794,-1.7752e-22
0.086827,0.024072,0.03,22.044,0.097003,0.036392,-1.8145e-22
0.088481,0.023204,0.03,22.52,0.09333,0.032002,4.1302e-22
0.090124,0.022267,0.03,22.935,0.089262,0.027649,-1.7839e-22
0.091751,0.021258,0.03,23.281,0.084797,0.023362,5.7911e-23
0.093361,0.020175,0.03,23.553,0.079934,0.019169,2.9391e-22
0.09495,0.019018,0.03,23.746,0.074679,0.0151,2.3502e-22
0.096515,0.017784,0.03,23.853,0.069039,0.011185,5.676e-23
0.098051,0.016472,0.03,23.868,0.063028,0.0074581,1.6745e-22
0.099556,0.015081,0.03,23.782,0.056666,0.0039494,1.2167e-26
0.10103,0.01361,0.03,23.587,0.049978,0.00069099,4.3531e-22
0.10246,0.012058,0.03,23.276,0.042995,-0.0022874,2.3325e-22
0.10385,0.010424,0.03,22.836,0.035756,-0.0049593,1.8124e-22
0.10519,0.0087052,0.03,22.257,0.028306,-0.0073039,-2.4709e-22
0.1065,0.0068997,0.03,21.524,0.020697,-0.00931,-3.9936e-22
0.10776,0.0050014,0.03,20.62,0.012989,-0.010979,-1.7023e-22
0.10899,0.0030022,0.03,19.528,0.0052531,-0.012326,-2.188e-23
0.1102,0.00089148,0.03,18.23,-0.0024248,-0.013375,3.0527e-22
0.11139,-0.0013412,0.03,16.704,-0.0099349,-0.014148,7.3025e-24
0.11255,-0.0037029,0.03,14.926,-0.017136,-0.014653,2.5304e-22
0.11368,-0.0061955,0.03,12.869,-0.023852,-0.01488,-1.0882e-22
0.11477,-0.0088152,0.03,10.518,-0.029873,-0.014805,-8.2043e-23
0.11579,-0.011554,0.03,7.8687,-0.034957,-0.014402,-9.1614e-23
0.11671,-0.014403,0.03,4.9384,-0.038832,-0.013663,3.5066e-23
0.11753,-0.017352,0.03,1.7645,-0.041194,-0.012602,-2.9334e-23
0.11823,-0.02039,0.03,-1.5839,-0.041705,-0.011272,1.2236e-23
0.11879,-0.023506,0.03,-4.9894,-0.039995,-0.009759,2.0597e-24
0.1192,-0.026692,0.03,-8.256,-0.035678,-0.0081928,-7.0426e-24
0.11947,-0.029938,0.03,-11.057,-0.028396,-0.0067448,-1.0562e-23
0.11957,-0.033234,0.03,-12.926,-0.017948,-0.0056201,-9.9009e-25
0.11951,-0.036569,0.03,-13.483,-0.0044783,-0.0050629,-9.7982e-25
0.11928,-0.039936,0.03,-12.615,0.011576,-0.0053769,4.4409e-23
0.11889,-0.043322,0.03,-10.45,0.029629,-0.0071951,-1.3806e-22
0.11832,-0.046719,0.03,-7.8496,0.04803,-0.010868,4.8051e-23
0.11757,-0.050115,0.03,-5.792,0.063556,-0.014624,2.8115e-22
0.11666,-0.053502,0.03,-4.3558,0.074291,-0.015936,-7.1815e-24
0.11557,-0.056869,0.03,-3.3956,0.0815,-0.014782,8.162e-23
0.1143,-0.060205,0.03,-2.6518,0.087233,-0.012896,7.2927e-23
0.11287,-0.063501,0.03,-2.0052,0.092351,-0.011292,6.7961e-23
0.11127,-0.066748,0.03,-1.4908,0.096916,-0.01001,7.8867e-24
0.10907,-0.06959,0.03,-1.1321,0.10067,-0.0084053,-6.9533e-24
0.0020559,0.012075,0.03,-258.25,0.057672,0.076749,1.4477e-24
0.0018389,0.012049,0.03,-221.61,0.057388,0.073393,2.2812e-23
0.0016087,0.012006,0.03,-189.87,0.057214,0.070056,9.2904e-24
0.0013652,0.011945,0.03,-162.44,0.057152,0.066743,3.0127e-23
0.0011088,0.011865,0.03,-138.82,0.057205,0.063459,-2.5488e-23
0.00083919,0.011765,0.03,-118.49,0.057373,0.060213,1.6085e-23
0.00055649,0.011643,0.03,-101,0.057659,0.05701,-8.5383e-24
0.00026044,0.011497,0.03,-85.977,0.058061,0.053857,-6.1608e-26
-4.9193e-05,0.011327,0.03,-73.099,0.058579,0.05076,1.0338e-23
-0.00037272,0.011131,0.03,-62.075,0.05921,0.047724,1.232e-23
-0.00071056,0.010908,0.03,-52.652,0.059951,0.044755,-2.4115e-24
-0.0010633,0.010654,0.03,-44.609,0.060797,0.041857,-1.3879e-24
-0.0014315,0.01037,0.03,-37.754,0.061745,0.039035,-6.3259e-27
-0.001816,0.010052,0.03,-31.917,0.06279,0.036291,4.8915e-24
-0.0022179,0.0096991,0.03,-26.954,0.063926,0.033629,8.6541e-24
-0.0026382,0.009308,0.03,-22.737,0.06515,0.031052,1.0144e-23
-0.0030784,0.0088765,0.03,-19.158,0.066457,0.028561,4.2006e-24
-0.0035399,0.0084016,0.03,-16.124,0.067842,0.026158,3.4132e-23
-0.0040245,0.0078803,0.03,-13.553,0.0693,0.023846,-5.429e-24
-0.0045344,0.007309,0.03,-11.375,0.070826,0.021625,5.9833e-25
-0.0050718,0.006684,0.03,-9.4383,0.072416,0.019496,-1.3224e-23
-0.0056395,0.0060012,0.03,-7.918,0.07402,0.017471,5.3685e-23
-0.0061772,0.0052764,0.03,-6.7835,0.075557,0.015568,-3.2329e-23
-0.0066819,0.0045124,0.03,-5.8086,0.076996,0.013786,1.0874e-23
-0.0071542,0.0037106,0.03,-5.0175,0.078355,0.012107,-2.565e-23
-0.0075947,0.0028725,0.03,-4.3684,0.079647,0.01052,1.7674e-23
-0.0080033,0.0019991,0.03,-3.8293,0.080885,0.0090159,-1.6297e-23
-0.0083799,0.0010916,0.03,-3.3767,0.082076,0.0075855,1.4571e-23
-0.0087243,0.00015109,0.03,-2.9932,0.083228,0.0062227,1.4292e-23
-0.0090359,-0.0008215,0.03,-2.6657,0.084346,0.0049219,3.5771e-23
-0.0093142,-0.0018252,0.03,-2.3841,0.085434,0.0036782,4.5433e-23
-0.0095583,-0.0028591,0.03,-2.1405,0.086497,0.0024877,-1.0832e-23
-0.0097674,-0.0039224,0.03,-1.9287,0.087537,0.0013467,-1.9023e-23
-0.0099405,-0.0050141,0.03,-1.7435,0.088556,0.0002519,1.893e-23
-0.010076,-0.0061333,0.03,-1.5809,0.089557,-0.00079952,5.138e-23
-0.010174,-0.0072792,0.03,-1.4377,0.090543,-0.0018101,4.9556e-23
-0.010232,-0.0084506,0.03,-1.311,0.091513,-0.0027823,-1.3662e-23
-0.010249,-0.0096466,0.03,-1.1987,0.092471,-0.003718,-1.3657e-23
-0.010224,-0.010866,0.03,-1.0987,0.093416,-0.0046191,2.7e-25
-0.010156,-0.012108,0.03,-1.0095,0.094351,-0.0054873,3.3882e-23
-0.010042,-0.013371,0.03,-0.92972,0.095276,-0.006324,2.1131e-23
-0.0098825,-0.014653,0.03,-0.85823,0.096193,-0.0071304,-2.9329e-23
-0.0096751,-0.015953,0.03,-0.79402,0.097101,-0.0079077,1.7327e-23
-0.009419,-0.017269,0.03,-0.73624,0.098003,-0.0086568,-1.56e-23
-0.0091133,-0.0186,0.03,-0.68411,0.098899,-0.0093782,-1.5559e-23
-0.0087573,-0.019945,0.03,-0.63698,0.09979,-0.010072,3.4586e-23
-0.0083507,-0.0213,0.03,-0.59428,0.10068,-0.01074,3.1485e-23
-0.0078935,-0.022665,0.03,-0.55551,0.10156,-0.01138,-6.0536e-24
-0.0073858,-0.024039,0.03,-0.52023,0.10244,-0.011992,-4.4737e-24
-0.0068285,-0.025419,0.03,-0.48806,0.10332,-0.012577,-4.834e-24
